Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Tsuki Kotegaeshi	Millenium	094	Cleric Spell	-4	AD&D		Usable also by any adventurer.  Play on an opposing champion whose player must draw (face up) the top two cards from their draw pile.  If neither can be played into battle, discard the cards along with the opposing champion. (Off 4)	Utilizavel tambem por qualquer aventureiro. Jogar em um campeao adversario cujo jogador deve desenhar (face para cima) os dois cards do topo de seu baralho. Se nao pode ser jogado para a batalha, descartar as cartas junto com o campeao adversaria. (Off 4)
Headbutt	Millenium	095	Unarmed Combat	+?	AD&D		Usable by any champion.  Roll 2d6 for the bonus of this card, and 1d4 for a bonus to the opposing champion if the user is not a monster.  Spells and psionics cannot be used by either champion for the remainder of this round of combat.  (Off 4)	Utilizavel por qualquer campeao. Role 2d6 para o bonus deste cartao, e 1d4 para um bonus para o campeao adversaria se o usuario nao e um monstro. Magias e poderes psionicos nao podem ser usados ​​por qualquer campeao para o restante desta rodada de combate. (Off 4)
Roundhouse	Millenium	096	Unarmed Combat	+?	AD&D		Usable by any champion.  Roll 3d6 for the bonus of this card.  This champion may not play any more cards that are designated as Defensive.  (Off 4)	Utilizavel por qualquer campeao. Jogue 3d6 para o bonus deste cartao. Este campeao nao pode jogar mais cartas que sao designados como defensivo. (Off 4)
Trip	Millenium	097	Unarmed Combat		AD&D		Usable by any champion.  Sends one of the opposing champion's allies to the discard pile, regardless of immunities and before its powers activate.  (Off 4)	Utilizavel por qualquer campeao. Envia um dos aliados do campeao oposicao para a pilha de descarte, independentemente de imunidades e antes de seus poderes ativar. (Off 4)
Stunning Fist	Millenium	098	Monster	+1	AD&D		If this champion is winning by more than 8 immediately after this card is played into battle, then the opposing champion is instantly defeated. (Off 4)	Se este campeao esta ganhando mais de 8 imediatamente apos este cartao e jogado para a batalha, entao o campeao oposicao e imediatamente derrotado. (Off 4)
Whirling Dervish	Millenium	099	Cleric	+5	AD&D		The using champion ignores any instant defeat conditions and must be defeated by level alone.  May be played as a counter to an instant defeat. (Def 4)	O campeao usando ignora quaisquer condicoes instantaneas derrota e deve ser derrotado por nivel sozinho. Pode ser jogado como um contador para uma derrota instantanea. (Def 4)
Castle Arborgate	Inquisition	001	Realm		GH		This realm is immune to offensive spells, psionics, and harmful events.  If discarded from any hand or deck by an opponent's action, put this realm into play and place all other Castle Arborgates in play in the Void regardless of any other cards special power.	Este reino e imune a magias ofensivas, psiquismo e eventos prejudiciais. Se descartados a partir de qualquer lado ou deck pela acao de um oponente, coloque este reino em jogo e colocar todos os outros Arborgates Castelo em jogo no Vazio, independentemente de qualquer outros cartoes de poder especial.
The Shadowlands	Inquisition	002	Realm		AD&D		When played or rebuilt, this realm steals the power of any other realm in an opponent's formation, which is now considered to have no special power until this realm is razed or discarded.	Quando reproduzido ou reconstruido, este reino rouba o poder de qualquer outro reino na formacao de um oponente, que agora e considerada como tendo nenhum poder especial ate este reino esta arrasada ou descartados.
Arena of Dori the Barbarian	Inquisition	003	Realm		AD&D		This realm is the home of combat.  In phase 4, in place of attacking a realm, any player during their turn, may attack another champion in an opponents pool.  The winner of this fight gets spoils.  The loser is goes to the discard pile, regardless of special powers.	Este reino e a casa do combate. Na fase 4, no lugar de atacar um reino, qualquer jogador durante o seu turno, pode atacar outro campeao em uma piscina adversarios. O vencedor desta luta fica despojos. O perdedor e vai para a pilha de descarte, independentemente de poderes especiais.
Land of Legends	Inquisition	004	Realm		AD&D		When this realm is played, it may copy the world designation and special powers of any realm an opponent's formation, except Ancient Kalidnay, Menzoberranzan, or Avanil.	Quando este reino e jogado, pode copiar a designacao mundo e poderes especiais de qualquer area de formacao de um oponente, exceto Kalidnay Antiga, Menzoberranzan, ou Avanil.
Hollow World	Inquisition	005	Realm		AD&D		Underdark.  This realm extends under all opponent's AD	Subterraneo. Este reino se estende sob AD tudo do adversario
The Oracle at Delphi	Inquisition	006	Realm	10	RV		Can defend itself as a level 10 cleric that is immune to the powers of opposing champions.  If this realm is razed, the attacker may search his draw pile and put any rule card into play.  If successfully defended, the defender may do so instead.	Pode se defender como um nivel 10 clerigo que esta imune aos poderes de campeoes opostas. Se este reino esta arrasada, o atacante pode procurar em seu baralho e colocar qualquer cartao regra em jogo. Se defendeu com sucesso, o defensor pode fazê-lo em seu lugar.
Bastion	Inquisition	007	Realm	7	AD&D		During this players phase 0, this player can send any other non-realm card in play to the Void by razing another realm in this players formation and discarding this realm to the Void.	Durante esta fase, os jogadores 0, este jogador pode enviar qualquer outro cartao nao-reino em jogo para o Vazio por arrasando outro reino nesta formacao jogadores e descartando este reino para o Vazio.
Thorbardin	Inquisition	008	Realm		DL		Thorbardin is immune to offensive spells and can only be defended by dwarves.  Any dwarf defending this realm can be sent to the abyss to seal its mighty gates.  The attacker returns to its pool and the battle ends with no spoils.	Thorbardin e imune a magias ofensivas e so pode ser defendido por anoes. Qualquer anao defender este reino pode ser enviado para o abismo para selar seus portoes poderosos. O atacante retorna à sua piscina e os fins de batalha sem entulhos.
Quasqueton	Inquisition	009	Realm	1	GH		This realm can only be attacked by champions of base level 5 or less.  If the attacking champion is defeated, all attached magic items and artifacts stay with this realm (until it is razed or discarded) and can be used by its future defenders (regardless of world designations for artifacts).	Este reino so pode ser atacado por campeoes de nivel base 5 ou menos. Se o campeao atacando e derrotado, todos os itens magicos ligados e artefatos ficar com este reino (ate que seja arrasada ou descartados) e pode ser usado por seus futuros defensores (independentemente das denominacoes mundiais de artefatos).
Village of Nulb	Inquisition	010	Realm		GH		While this realm is in play, the Temple of Elemental Evil cannot be played.  If played when the Temple of Elemental Evil is already in play, that player must immediately discard 3 cards at random from his hand.	Enquanto este reino esta em jogo, o Templo do Mal Elemental nao pode ser reproduzido. Se jogado quando o Templo do Mal Elemental ja esta em jogo, esse jogador deve imediatamente descartar 3 cartas aleatoriamente de sua mao.
Adventurer's Guild	Inquisition	011	Holding		BR		During this players phase 0, this player may return all adventurers from his discard pile to his hand by sending this holding to the Abyss.  All of adventurers in play gain 1 level and are immune to thief skills.	Durante esta fase, os jogadores 0, este jogador pode retornar todos os aventureiros de sua pilha de descarte para a mao atraves do envio desta participacao para o Abismo. Todos aventureiros em jogo ganha 1 nivel e sao imunes a habilidades ladrao.
Castle Moovania	Inquisition	012	Holding		AD&D		This holding can be attached to any realm.  Draw 2 extra cards during your draw phase, but your hand size is reduced by 4.	Esta participacao pode ser ligado a qualquer reino. Draw 2 cartoes extra durante a sua fase de empate, mas o tamanho da mao e reduzido em 4.
Trojan Horse	Inquisition	013	Ally	-1	AD&D		Attach this holding to any realm belonging to another player.  The realm may be attacked by any player, regardless of position or restrictions, and each defending champion defends at a -1 from his adjusted level.  The attacker chooses who will defend.	Anexar esta participacao para qualquer area pertencente a outro jogador. O reino podem ser atacados por qualquer jogador, independentemente da posicao ou restricoes, e cada campeao defende em um -1 de seu nivel ajustado. O atacante escolhe quem vai defender.
Mij Reltub, the Spellfire Oracle	Inquisition	014	Hero	0	AD&D		This champion may be sent to the Void from pool or hand to stop any event or spell that razes or discards realms.  The card stopped is also put into the Void.	Este campeao podem ser enviadas para o Vazio da piscina ou a mao para parar qualquer evento ou feitico que Razes ou descarta reinos. O cartao parou tambem e colocado no vazio.
Tagor Migor	Inquisition	015	Psionicist	6	DS		In combat, this champion may use his chameleon power to make his allies (only) immune to the special power of opposing allies for the remainder of this combat round.	Em combate, este campeao pode usar seu poder camaleao para fazer seu aliados (somente) imune ao poder especial de aliados oposicao para o restante deste turno de combate.
The Enchantress	Inquisition	016	Regent	5	BR		Can cast wizard spells.  Before combat, only when defending, she can enchant the opposing champion, causing the champion to lose its special powers for the duration of this combat round.	Pode lancar magias mago. Antes do combate, apenas quando defendendo, ela pode encantar o campeao opostas, fazendo com que o campeao a perder seus poderes especiais para a duracao deste turno de combate.
Saldon the White	Inquisition	017	Wizard	2	DL		This champion can double the level of any card in play once per combat round, even in a combat where he is not involved.  Between 6AM and 6PM, he can double the level of any one additional card in a combat in which he is involved.	Este campeao pode dobrar o nivel de qualquer carta em jogo uma vez por rodada de combate, mesmo em um combate onde ele nao esta envolvido. Entre 06:00 e 06:00, ele pode dobrar o nivel de qualquer uma carta adicional em um combate em que ele esta envolvido.
Orcish Shaman	Inquisition	018	Cleric	4	AD&D		Orc.  Can cast wizard spells.  This champion's Orc tribe counts as a permanent	Orc. Pode lancar magias mago. contagem tribo Orc Esta campeao como um permanente
Aramil of Tusmit	Inquisition	019	Psionicist	5	GH		This champion is immune to psionic power cards.  During combat, Aramil may use his superior mind control powers to steal a just played opposing ally.	Este campeao e imune aos cartoes de poder psionicos. Durante o combate, Aramil pode usar seus poderes de controle da mente superiores para roubar uma so jogou oposicao aliado.
Dragon Mountain Kobold	Inquisition	020	Monster	?	AD&D		Limit per deck	Limite por plataforma
Luccia	Inquisition	021	Hero	5	AD&D		Adventurer. Flyer.  Can use thief skills.  Luccia has a	Aventureiro. Folheto. Pode usar habilidades de ladrao. Luccia tem um
Mij Draw, the Epitome of Purity and Might	Inquisition	022	Hero	9	AD&D		If this champion wins a round of combat while attacking, he may look through his draw pile and put into play any (obviously) female champion as a	Se este campeao ganha uma rodada de combate ao atacar, ele pode olhar atraves de seu baralho e colocada em jogo qualquer (obviamente) campeao feminino como
Karistyne	Inquisition	023	Hero	8	GH		Adventurer.  Can use cleric spells.  If owned by a player with at least 3 other adventurers, none of this player's adventurers can be sent to the abyss for any reason by any player (even this one).	Aventureiro. Pode usar magias de clerigo. Se possuido por um jogador com pelo menos 3 outros aventureiros, nenhum dos aventureiros deste jogador podem ser enviados para o abismo, por qualquer motivo por qualquer jogador (mesmo este).
Silversun	Inquisition	024	Cleric	9	DS		Silversun was driven insane in her quest for a balance between good and evil.  If she attacks and wins a round of combat, the realm is razed, but she is discarded.	Silversun foi levado à loucura em sua busca por um equilibrio entre o bem eo mal. Se ela ataca e vence uma rodada de combate, o reino esta arrasada, mas ela e descartada.
Jerome Kazinskaia	Inquisition	025	Cleric	10	GH		Jerome does not need permission to cast any cleric spell.  During this players turn, Jerome may do one of the following	se Jerome nao precisa de permissao para conjurar qualquer magia clerigo. Durante este jogadores girar, Jerome pode fazer uma das seguintes opcoes
The Grim Reaper	Inquisition	026	Monster	?	RV		Undead. The number of champions and allies currently in all discard piles and abyss's determines this champion's level.	Morto-vivo. O número de campeoes e aliados atualmente em todas as pilhas de descarte e abismo de determina o nivel deste campeao.
Aria Kyra	Inquisition	027	Hero	7	DS		Halfling.  Can use thief skills.  Champions of base level 6 or higher cannot defend against this champion.	Halfling. Pode usar habilidades de ladrao. Campeoes de nivel basico 6 ou superior nao pode se defender contra este campeao.
Sarana	Inquisition	028	Cleric	7	GH		Immune to offensive wizard spells.  This champion can be sent to Limbo until the end of this player's next turn to prevent one non-event card from going to the Abyss.	Imune a magias mago ofensivos. Este campeao pode ser enviado ao Limbo ate o final do proximo turno deste jogador para prevenir um cartao nao-evento de ir ao Abismo.
Kiri Allavesse	Inquisition	029	Cleric	6	GH		Elf.  Can cast wizard spells.  If Kiri razes a realm, this player can choose to retrieve (and play) a non- realm card from his discard pile, instead of taking normal spoils.	Elfo. Pode lancar magias mago. Se Kiri arrasa um reino, este jogador pode escolher para recuperar (e jogar) um cartao nao reino de sua pilha de descarte, em vez de tomar despojos normais.
Vargas	Inquisition	030	Cleric	5	FR		Dwarf. Earthwalker.  Vargas is accompanied by an earthwalking earth elemental ally whose level is twice the number of unrazed realms in play.  This ally is immune to the powers of flyers and all their attached cards.	Anao. Earthwalker. Vargas e acompanhado por um elemental earthwalking terra aliado cujo nivel e o dobro do número de reinos unrazed em jogo. Isto aliado e imune aos poderes de folhetos e todos os seus cartoes anexados.
Etarkine	Inquisition	031	Hero	1	AD&D		Adventurer.  Halfling.  Etarkine is immune to offensive magic items.  Before combat, you must play	Aventureiro. Halfling. Etarkine e imune a itens magicos ofensivos. Antes do combate, você deve jogar
Gib Ergo	Inquisition	032	Hero	10	GH		Immune to events. No spell may be cast at this champion or at any pool he currently occupies.  This player must attack each turn (at least once), or raze one of his own realms.	Imune a eventos. Nenhum feitico pode ser lancado neste campeao ou a qualquer piscina que ocupa atualmente. Este jogador deve atacar cada turno (pelo menos uma vez), ou um raze de seus proprios reinos.
Adamar Session	Inquisition	033	Hero	7	FR		Can use any cleric from any pool as an ally in battle.  If victorious in combat, Adamar may retrieve one card from the owning player's discard pile or abyss.  Both Adamar and the recovered card are then shuffled into the draw pile.	Pode usar qualquer clerigo de qualquer piscina como um aliado na batalha. Se vitorioso em combate, Adamar pode recuperar um cartao de pilha de descarte do jogador possuir ou abismo. Ambos Adamar e o cartao sao entao recuperados baralhado no baralho.
The Devourer	Inquisition	034	Monster	9	AD&D		This champion must attack on the owning players' turn or be sent to the abyss.  It is immune to all cards that prevent attacks from occurring and the powers of all realms and holdings.  If the Devourer wins a round of combat, the owning player may send one champion in any players' pool to the abyss.	Este campeao deve atacar em vez dos jogadores titulares ou ser enviados para o abismo. e imune a todas as placas que impedem ataques ocorram e os poderes de todos os reinos e participacoes. Se o Devorador ganha uma rodada de combate, o jogador possuir podera enviar um campeao na piscina nenhum dos jogadores para o abismo.
Ba'Thrang	Inquisition	035	Psionicist	6	DS		If this champion attacks a realm that has the capability to defend itself, he can psionically force the realm champion to defend against him in battle.  (off)	Se este campeao ataca um reino que tem a capacidade de se defender, ele pode psionicamente forcar o campeao reino para se defender contra ele na batalha. (Off)
Morgan Rynes	Inquisition	036	Regent	7	BR		May cast defensive Cleric spells.  After a winning a round of combat, Morgan may choose to show mercy upon the defeated champion, letting the champion return to his pool with all attached cards.  Morgan then may draw one card for each card the goes back to the opponents pool (not as spoils).	Pode lancar feiticos Clerigo defensivas. Depois de um vencedor de uma partida de combate, Morgan pode optar por mostrar misericordia para o campeao derrotado, deixando o retorno campeao para a sua piscina com todos os cartoes anexados. Morgan, em seguida, pode desenhar um cartao para cada cartao a volta para a piscina adversarios (nao como despojos).
Otiluke	Inquisition	037	Wizard	5	GH		Gains 4 levels after being declared as an attacker or defender.  All spells cast by Otiluke with a numerical bonus are doubled in level.  If Otiluke draws a wizard spell as spoils, he may cast that spell and then draw the next card as spoils also.	Ganhos de 4 niveis depois de ser declarada como atacante ou defensor. Todos os feiticos lancados por Otiluke com um bonus numerica sao dobrados em nivel. Se Otiluke desenha uma magia de mago como espolio, ele pode lancar o feitico e depois tirar a proxima carta como despojos tambem.
Nystul	Inquisition	038	Wizard	9	GH		Once per turn, Nystul may cast a	Uma vez que por sua vez, pode lancar uma Nystul
Jallazari Sallavarian	Inquisition	039	Wizard	8	GH		During combat over a Greyhawk realm, she may use any Greyhawk champion as an ally.  Jallazari goes to limbo if defeated defending a GH realm, returning at the end of the owning players next turn.	Durante o combate ao longo de um reino Greyhawk, ela pode usar qualquer campeao Greyhawk como um aliado. Jallazari vai para limbo se derrotado defender um reino GH, retornando no final dos jogadores que possuem proximo turno.
Treemon Crosse	Inquisition	040	Wizard	8	GH		Elf.  Can use Hero Unarmed Combat cards and thief skills.  Treemon, a master infiltrator, can always see any pool that is face down.  Before battle as a defender only, Treemon can send the attacking champion back to its pool and choose a different champion to attack instead.	Elfo. Pode usar cartoes de combate heroi desarmado e habilidades ladrao. Treemon, um infiltrado mestre, sempre pode ver qualquer piscina que e a face para baixo. Antes da batalha apenas como um defensor, Treemon pode enviar parte de tras campeao atacando a sua piscina e escolher um campeao diferente para atacar em seu lugar.
Torgo, the Mad Scientist's Assistant	Inquisition	041	Cleric	6	AD&D		During phase 3, while this champion is in play, any two allies can be combined (levels added together) into a single monster champion.  This champion keeps the powers of the allies as its own.  Any champions formed this way stay in play even if Torgo leaves play.	Durante a fase 3, enquanto esta campeao esta em jogo, quaisquer dois aliados pode ser combinada (niveis adicionados em conjunto) para uma única campeao monstro. Este campeao mantem os poderes dos aliados como o seu proprio. Quaisquer campeoes formado desta maneira estadia em jogo, mesmo se as folhas Torgo jogar.
Unavailing Sacrifice	Inquisition	042	Event		AD&D		Play this event after a player has discarded or put a card into the abyss in order to perform or activate a special power.  The power granted by the	Jogar este evento depois que um jogador tenha descartado ou colocar um cartao para o abismo, a fim de realizar ou ativar um poder especial. O poder concedido pelo
The Gathering	Inquisition	043	Event		AD&D		When played, this player may search his deck for up to 10 levels of non-avatar champions (4 maximum) and place them in his hand. (Helpful)	Quando jogado, este jogador pode procurar em seu deck para ate 10 niveis de campeoes nao-Avatar (4 no maximo) e coloca-los na mao. (Útil)
Pangea Effect	Inquisition	044	Event		AD&D		All dungeon cards in play move clockwise one player.  Players my discard a wizard during their phase 3 to move them again in the same direction.  This event remains in play until canceled.  (Harmful)	Todos os cartoes de masmorra em movimento jogo no sentido horario um jogador. Jogadores minha descartar um mago durante a fase 3 para movê-los novamente na mesma direcao. Este evento permanece em jogo ate ser cancelada. (Prejudicial)
Dragons Turn the Tide	Inquisition	045	Event		AD&D		If a dragon razes a realm though combat, that player's champion may immediately rebuild one of his own realms.  This event lasts until the end of the event player's next turn.  (Helpful)	Se um dragao arrasa um reino que combate, campeao daquele jogador pode imediatamente reconstruir um de seus proprios reinos. Este evento dura ate o final do proximo turno do jogador evento. (Útil)
An Eye for an Eye!	Inquisition	046	Event		AD&D		An opponent who just forced a discard of one (or more) of this players champions or realms, must now discard the same amount and same type as those discarded, chosen by this player.  This card may not be duplicated, deflected, or canceled.  (harmful)	Um adversario que apenas forcado um descarte de um (ou mais) desta campeoes jogadores ou reinos, deve agora descartar a mesma quantidade e tipo daqueles descartados, escolhido por este jogador. Este cartao nao pode ser duplicado, desviados ou cancelados. (prejudicial)
The Apocalypse	Inquisition	047	Event		AD&D		Each player chooses one of each card type that they have in play, if any.  All other cards in play are discarded regardless of any special powers that they may have (including Chernivik).  Players then reshuffle their hands, draw piles and discard piles into a new draw pile and draw 5 new cards.  Cannot be canceled, calmed, duplicated, or EDT'd.  This event can only be played once per game. (Harmful)	Cada jogador escolhe um de cada tipo de cartao que eles têm em jogo, se houver. Todas as outras cartas em jogo sao descartados, independentemente de quaisquer poderes especiais que possam ter (incluindo Chernivik). Os jogadores entao reorganizar suas maos, desenhar pilhas e pilhas de descarte em um novo baralho e desenhar 5 novos cartoes. nao pode ser cancelado, se acalmou, duplicado ou EDT'd. Este evento so pode ser jogado uma vez por jogo. (Prejudicial)
A Good Defense	Inquisition	048	Event		AD&D		This event cannot be used by a player with the Azure Tower of Onad the Fallen in play.  All abilities and cards owned by this player are considered defensive (or helpful).  This event lasts until negated.  (Helpful)	Este evento nao pode ser usado por um jogador com a torre Azure de Onad the Fallen em jogo. Todas as habilidades e cartoes pertencentes a este jogador sao considerados defensiva (ou útil). Este evento dura ate negada. (Útil)
Cheat!!!	Inquisition	049	Event		AD&D		The player of this event can choose one of the following 3 effects	O jogador deste evento pode escolher um dos 3 efeitos seguintes
Hall of King Snurre the Fire Giant	Inquisition	050	Dungeon		AD&D		All of this player's giants gain 4 levels.  Allies of icon level	Todos gigantes deste jogador ganha 4 niveis. Aliados de nivel icone
Level Playing Field	Inquisition	051	Dungeon		AD&D		This player is not effected by any cards that cause instant defeats or by any cards that require permission to use cards.	Este jogador nao e afetado por quaisquer cartoes que derrotas causa instantaneas ou por quaisquer cartoes que exigem permissao para usar cartoes.
The Guild of Adventurers	Inquisition	052	Dungeon		AD&D		If this player has an adventurer discarded outside of combat, he may replace it by searching for any adventurer in his deck and put it into his pool.	Se este jogador tem um aventureiro descartada fora de combate, ele pode substitui-lo atraves da procura de qualquer aventureiro em seu conves e coloca-lo em sua piscina.
Spite and Malice	Inquisition	053	Rule		AD&D		When played, all players name one other card.  The named cards have no special power while this rule card is in play.	Quando jogado, todos os jogadores citar um outro cartao. Os cards chamados nao têm nenhum poder especial, enquanto este cartao regra esta em jogo.
Out of Phase	Inquisition	054	Rule		AD&D		Played at the beginning of this player's turn, this card is not discarded.  It affects all players and remains in effect until another rule card is played.  Each player may exchange up to 2 phases of his current turn (phases 1, 2, and/or 3 only) for an additional phase 4 for each phase given up.  Each phase 4 ends when a spoils is drawn by the acting player, the attacking champion is defeated in combat, or card play causes the round of combat to end in a draw.  Spoils are drawn normally during each phase 4.	Jogado no inicio do turno deste jogador, este cartao nao e descartada. Ela afeta todos os jogadores e permanece em vigor ate que um outro cartao regra e jogado. Cada jogador pode trocar-se para 2 fases de seu turno corrente (fases 1, 2 e / ou 3 apenas) para uma fase adicional 4 para cada fase dado acima. Cada fase 4 extremidades quando um espolio e desenhado pelo jogador atuando, o campeao atacando e derrotado em combate, ou jogo do cartao faz com que a rodada de combate à final em um empate. Entulhos sao desenhados normalmente durante cada fase 4.
Tymora's Coin	Inquisition	055	Blood Ability	+3	FR		This player is immune to	Este jogador e imune a
Staff of Mishakal	Inquisition	056	Blood Ability	+3	DL		Usable only by clerics of any world.  During phase 5, if this champion did not attack, the staff resurrects one champion from either the Abyss to the discard pile, or from the discard pile to the draw pile, which is then reshuffled.	Utilizavel apenas por clerigos de qualquer mundo. Durante a fase 5, se este campeao nao atacou, o pessoal ressuscita um campeao tanto do abismo para a pilha de descarte, ou a partir da pilha de descarte para a pilha de sorteio, que e entao reformulado.
The Shield Tree	Inquisition	057	Event	+6	DL		May only be attached to any Dragonlance realm.  During this players phase 0, you MUST discard a champion or ally from your pool or hand or the Shield Tree is discarded.  The attached realm and any champion defending this realm is immune to the special powers of all offensive cards.	so pode ser ligado a qualquer reino Dragonlance. Durante esta fase, os jogadores 0, você deve descartar um campeao ou aliado da sua piscina ou a mao ou a arvore Escudo e descartado. O reino unido e qualquer atual campeao este reino esta imune aos poderes especiais de todos os cartoes ofensivos.
Holy Symbol	Inquisition	058	Ally	+1	AD&D		Usable only by any cleric.  During combat, subtract the base level of this champion from the base level of any one undead in play.  If the undead champion or ally drops below level 0 it is discarded.  (off)	Utilizavel apenas por qualquer clerigo. Durante o combate, subtrair o nivel basico de este campeao do nivel basico de qualquer morto-vivo um no jogo. Se o campeao mortos-vivos ou aliado cai abaixo do nivel 0 e descartada. (Off)
Monacle of Bagthalos	Inquisition	059	Blood Ability	+3	FR		No pool is considered hidden for this player.  Any choices at a	Sem piscina e considerada escondida para este jogador. Quaisquer opcoes em um
The Tomes of Spellfire	Inquisition	060	Artifact	+2	AD&D		Usable by champions of any world.  When the attached champion is victorious in a round of battle, this player may shuffle and cut any players draw pile, then look at the top three cards and remove one to the abyss.  (Off)	Utilizavel por campeoes de qualquer mundo. Quando o campeao em anexo e vitorioso em uma rodada de batalha, esse jogador pode embaralhar e cortar todos os jogadores desenhar pilha, em seguida, olhar para os três primeiros cards e remova um para o abismo. (Off)
Wand of Enemy Detection	Inquisition	061	Artifact	+2	AD&D		In a combat round, this enchanted wand allows the attached champion to activate his powers and attachments first.  (def)	Em um turno de combate, esta varinha encantada permite o campeao anexado para ativar seus poderes e anexos em primeiro lugar. (DEF)
Scarab of Death	Inquisition	062	Artifact	+2	AD&D		When the attached champion is defeated, this magic item attaches to the opposing champion.  That champion's player draws and discards a card, noting the cards last digit.  The opposing champion is discarded to the abyss after that many turns (or immediately if the player doesn't or cannot draw and discard a card), unless he can discard the scarab.  This magic item returns to the original owners discard pile when discarded. (def)	Quando o campeao anexado e derrotado, esse item magico atribui ao campeao adversaria. jogador que do campeao empates e descarta um card, observando os cartoes último digito. O campeao oposicao e descartado para o abismo depois que muitas voltas (ou imediatamente se o jogador nao faz ou nao pode desenhar e descartar um cartao), a menos que ele pode descartar o escaravelho. Este item magico retorna para os proprietarios originais descartar pilha quando descartado. (DEF)
Nosrenda's Amulet	Inquisition	063	Magical Item		AD&D		While this magic item is in play, no card maybe duplicated, copied, or imitated.  (def)	Embora este item magico esta em jogo, nenhum cartao talvez duplicado, copiado ou imitado. (DEF)
Bandage	Inquisition	064	Magical Item		AD&D		This magic item may also be played onto a champion that has just lost a combat for any reason.  The attached champion goes back to its pool with all attachments (including allies).  Then this magic item is discarded.  (def)	Este item magico tambem pode ser jogado em um campeao que acaba de perder um combate por qualquer motivo. O campeao anexado remonta à sua piscina com todos os anexos (incluindo aliados). Entao este item magico e descartado. (DEF)
Murlynd's Spoon	Inquisition	065	Monster	+1	AD&D		This magic item cannot be discarded by an opponent, or by any card an opponent controls.  (Def)	Este item magico nao pode ser descartada por um adversario, ou por qualquer cartao de um oponente controla. (Def)
Mystical Orb of the Black Eight	Inquisition	066	Holding	+8	AD&D		Can be attached to any champion regardless of world restrictions.  This artifact of random answers also gives an opposing champion a level bonus equal to the last digit of the last card played into battle, on either side.  This power and the level bonus are defensive in nature.	Pode ser ligado a qualquer campeao, independentemente de restricoes mundo. Este artefato de respostas aleatorias tambem da um campeao adversaria um bonus nivel igual ao último algarismo da última carta jogada para a batalha, em ambos os lados. Este poder eo bonus nivel sao de natureza defensiva.
Ogre's Horned Helm	Inquisition	067	Cleric	+5	AD&D		This magic item may be discarded from the hand or pool to cancel a just played counter effect card.  This power even works on Enter Darkness Together, but then it goes to the abyss.  (def)	Este item magico pode ser descartada da mao ou piscina para cancelar um cartao de balcao efeito acabou de jogar. Este poder funciona ate mesmo em Enter Escuridao juntos, mas, em seguida, ele vai para o abismo. (DEF)
Orb of Delight	Inquisition	068	Event	+6	AD&D		During phase 3 or 5 (but not both in the same turn), this player can return to his hand from the discard pile any two non-undead allies.	Durante a fase 3 ou 5 (mas nao ambos no mesmo turno), este jogador pode voltar para a mao da pilha de descarte quaisquer dois aliados nao-mortos-vivos.
Atonement	Inquisition	069	Cleric Spell		AD&D		Place this card and the caster into the abyss, then take any other card from your abyss and put it into play.  (def)	Coloque este cartao e o rodizio para o abismo, em seguida, tomar qualquer outra carta do seu abismo e coloca-lo em jogo. (DEF)
Reincarnate	Inquisition	070	Wizard Spell		AD&D		This spell returns any one non-avatar champion from your discard pile to your pool, but changes the icon of the returned champion to that other than the one shown on the card.  The casting player chooses the new icon.  The other abilities of the returned champion are unchanged.	Este feitico retornos qualquer campeao um nao-avatar da sua pilha de descarte para a sua piscina, mas muda o icone do campeao voltou a que diferente daquele mostrado no cartao. O jogador lancando escolhe o novo icone. As outras habilidades do campeao voltou mantêm-se inalterados.
Stoneskin	Inquisition	071	Wizard Spell		AD&D		May be cast at any time to counter any just played unarmed combat card, and makes the champion immune to unarmed combat cards for the duration of that combat round.	Pode ser lancado a qualquer momento para combater qualquer cartao de combate desarmado so jogou, e faz com que o sistema imunitario campeao para cartoes de combate desarmado para a duracao desse turno de combate.
Gen	Inquisition	072	Ally	+1	AD&D		Can only be attached to a wizard, to whom it becomes a familiar.  Once attached, Gen MAY search this players draw pile for any spell that can be cast during phase 4.  The spell must be shown to all players.  After retrieving the spell, the Gen is then shuffled back into the draw pile.	so pode ser anexado a um mago, a quem ele se torna um familiar. Uma vez conectado, Gen podera pesquisar este jogadores chamar a pilha para qualquer feitico que pode ser lancado durante a fase 4. A magia deve ser mostrado para todos os jogadores. Apos recuperar o feitico, o Gen e entao arrastou de volta para a pilha de compras.
The King's Justice	Inquisition	073	Blood Ability		AD&D		Lasts until dispelled.  If a thief skill is used while this ability is in play, the thief using the skill is sent to limbo until this ability is dispelled.	Dura ate dissipadas. Se uma habilidade ladrao e usado enquanto esta habilidade esta em jogo, o ladrao usando a habilidade e enviado para limbo ate que essa capacidade e dissipada.
Gate	Inquisition	074	Cleric Spell		AD&D		The caster can use any champion (except an avatar) from another player's draw or discard pile as an ally for this round of combat.  At the end of the round, this champion/ally is sent to Limbo until the end of the actual owner's next turn.  (off/4)	O lancador pode usar qualquer campeao (exceto um avatar) de empate ou descarte pilha de outro jogador como um aliado para esta rodada de combate. No final da rodada, este campeao / aliado e enviado para Limbo ate o final do proximo turno do real proprietario. (Off / 4)
