Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Not So Fast	Chaos	072	Holding		AD&D		This card cannot be included in a deck that includes The Caravan or Good Fortune.  May be discarded from hand or formation when an opponent attempts to draw extra cards (other than spoils), rebuild a realm, or attempts to take an extra turn.  If discarded in this manner, counter that action.	
Glass Golem	Conquest	001	Holding	+8	AD&D		Counts as a magic item.  All spells cast at this golem (and the attached champion) are reflected back at the caster.  If defeated in combat, it shatters, sending the victorious champion to the discard pile.  If defeated in combat as an ally, it returns to pool as a level 8 monster champion.	
Stone Golem	Conquest	002	Event	+6	AD&D		Counts as a magic item.  Earthwalker.  Immune to offensive spells.  If defeated in combat, all spells in all discard piles are sent to the Abyss.  If defeated in combat as an ally, returns to pool as a level 6 monter.	
Wood Golem	Conquest	003	Cleric	+5	AD&D		Counts as a magic item.  Swimmer.  Immune to blood abilities and thief skills.  If defeated in combat, all artifacts in play are sent to the discard pile.  If defeated in combat as an ally, returns to pool as a level 5 monster.	
Sand Golem	Conquest	004	Event	+6	AD&D		Earthwalker.  Counts as a magic item.  Immune to magic items of less than	
Coral Golem	Conquest	005	Cleric	+5	AD&D		Counts as a magic item.  Swimmer.  In combat, discards any one opposing swimming ally.  If defeated in combat, attachments on all non-swimming champions are discarded.  If defeated as an ally, returns to pool as a level 5 monster.	
Bone Golem	Conquest	006	Cleric Spell	+4	AD&D		Counts as a magic item.  Immune to the power of undead champions.  If defeated in combat, all undead champions and allies in all discard piles go to the Abyss.  If defeated as an ally, returns to pool as a level 4 undead monster.	
Corruption of the Soul	Conquest	007	Cleric Spell		AD&D		Castable only by clerics.  The corruption runs so deep that the targeted non-avatar champion loses their immunity to offensive spells and is sent to the Abyss.  The casting cleric is sent to limbo for 1d6 turns.  (Off/3/4)	
Earth to Earth	Conquest	008	Cleric Spell		AD&D		Castable only by a cleric.  If cast immediately after a realm is razed or discarded, the realm remains in the formation, unrazed.  The casting cleric is then sent to the Abyss.  (Def)	
Extension II	Conquest	009	Wizard Spell		AD&D		Can be cast only during combat to make a phase 4 spell without a duration last for that entire phase 4.  All of this player's champions involved during the combat gain the level bonus and special powers of the extended spell immediately upon entering battle.  (Def/4)	
Burning Hands	Conquest	010	Blood Ability	+3	AD&D		Fire spell.  The opposing champion has his hands burned, preventing him from casting spells and using thief skills.  Stays with opposing champion until champion is discarded or this spell is dispelled.  (Off/4)	
Delayed Fireball	Conquest	011	Wizard Spell		AD&D		Cast at a player's pool.  When that player reaches Phase 5 of his next turn, roll 2d6.  All champions of less than the rolled level are sent to the discard pile.  (Off/3/4)	
Tampering	Conquest	012	Thief Skill		AD&D		Playable only after a champion activates a magic item to use its effects during phase 3.  Instead of working, the champion and the magic item are sent to the Abyss regardless of card play and immunities. (Off)	
False Arrest	Conquest	013	Thief Skill		AD&D		Can be used by any champion.  Arrest (send to limbo) any champion who has at least one attachment for 2d6 turns.   At the start that player's turn, the player may pay a fine (discard all attachments) to return to their pool. (Off)	
Assassination!	Conquest	014	Thief Skill		AD&D		Usable only by a thief.  No champion is safe (immune) from Assassination!  Discard any one champion in play and the thief using Assassination! (Off/3)	
Bribe	Conquest	015	Thief Skill		AD&D		Play when a champion attacks this player. The attacking player may choose to continue the attack, or place the top 3 cards of his draw pile off to the side and put them into his hand during the NEXT phase 0 and immediately move to phase 5. (Def)	
Framed!	Conquest	016	Thief Skill		AD&D		Play only when one of your champions is targeted by any action by an opponent.  Choose another champion in any player's pool, that champion is now the target of the action, and is affected regardless of special abilities or immunities. (Def)	
Raise!	Conquest	017	Psionic Power		AD&D		Can only be played during another player's phase 0. This power can rebuild a razed realm, but the realm cannot be used to win the game during the turn it was played.  The using champion cannot attack or defend realms until the end this player's next turn. (Def)	
Destroy Thought	Conquest	018	Psionic Power		AD&D		Play this card after an attack is declared one of your realms.  The attacking champion returns to the pool and cannot attack or defend until this power is dispelled. (Off)	
Domination	Conquest	019	Psionic Power		AD&D		Play on a champion in an opposing player's pool and place that champion into your pool. The affected champion may not act while this power is in play. (Off/3)	
Finishing Move	Conquest	020	Unarmed Combat		AD&D		Useable by any champion.  Play only if you have just won a round of combat.  You may continue to play cards into the battle.  If at any time your champion's level is at least double that of the opposing champion, you may send the opposing champion (and all attached cards) to the Abyss (regardless of special powers) and draw a card. (Off/4)	
Thwap!	Conquest	021	Unarmed Combat		AD&D		May only be played by a giant with an attached magic item or artifact.  The opposing champion is squished into goo, going directly to the Abyss. (Off/4)	
Concussing Blow	Conquest	022	Unarmed Combat		AD&D		Raises this champion's adjusted level to one greater than the level of the opposing champion. If  played immediately after 'Ambush' (152/4th), both cards are shuffled back  into the player's draw pile after battle instead of being discarded. (Def/4)	
Humiliation	Conquest	023	Unarmed Combat		AD&D		Play on any champion in play.  They are so humiliated that they hide under any realm in that player's formation.  He cannot take any action.  He is the first to defend this realm and is brought back into play, if victorious.  If the realm is razed/discarded, outside of combat, he returns to the pool. (Off/3)	
Blood of Azhul	Conquest	024	Blood Ability		BR		The user may attack again until the realm is razed as long as each previous round of the battle was a victory for the user.  (Def/3/4)	
Gatekeeper's Lost Foon	Conquest	025	Cleric Spell	+4	AD&D		Counts as a spoon and a fork.  While in play, cards cannot leave the Abyss. (Def)	
Kinetic Armor	Conquest	026	Cleric	+5	AD&D		Not usable by thieves or wizards.  Turns offensive unarmed combat cards back at the user.  Can be played in combat to turn a just played unarmed combat card. (Def)	
Mace of Blood Drain	Conquest	027	Cleric Spell	+4	AD&D		27 32 33	
The Apocalypse Stone	Conquest	028	Event	+6	AD&D		Can only be attached to any realm. If this realm is razed or discarded outside of combat by another player, 1d4 of the opposing player's realms are instantly razed.	
Palace of the Battle Lord	Conquest	029			DS		In combat, this player's heroes can only be defeated by total levels or cards that cause the battle to end without a victor.	
All Hail the King!	Conquest	030			BR		In combat, this player's heroes and regents are doubled in base level and cannot be stripped of their special powers by any other card.	
The Adventure Path	Conquest	031			AD&D		All of this player's adventurers can use thief skills and any unarmed combat card.	
The Sands of Time Freeze	Conquest	032	Rule		AD&D		Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All cards (except rule cards) with a stated duration cannot be played, any already in play when this rule card is played are discarded regardless of any circumstances.	
Unified Universe	Conquest	033	Rule		AD&D		Played at the beginning of this player's turn, this card is not discarded. It affects all players and remains in effect until another rule card is played.  The world designation of all cards in play is changed to AD	
The Grim Harvest	Conquest	034	Rule		AD&D		Played at the beginning of this player's turn, this card is not discarded.  It affects all players and remains in effect until another rule card is played.  All players must attack on their turn or discard a card from their pool.  All realms can be attacked, regardless of position, restrictions, or holdings.  Champions defeated in battle go to the Abyss.	
What Madness is This ?!	Conquest	035	Rule		AD&D		Played at the beginning of this player's turn, this card is not discarded.  It affects all players and remains in effect until another rule card is played.  This rule card is immune to events and the Wish spell.   Phases 0-5 of each player's turn are now played in reverse order.  When first played, the player's phase becomes phase 5.	
Cannon Fodder	Conquest	036	Rule		AD&D		Played at the beginning of this player's turn, this card is not discarded.  It affects all players and remains in effect until another rule card is played.  Only the lowest adjusted level champion eligible for combat may be used in battle.	
Blessed are the Meek	Conquest	037	Rule		AD&D		Played at the beginning of this player's turn, this card is not discarded.  It affects all players and remains in effect until another rule card is played.  While in play, all champions have their base level changed to 10 minus their printed base level.	
Sheriff's in Town	Conquest	038	Event		AD&D		No thief skills maybe played for 1d4 turns. (Harmful)	
Breath of Death	Conquest	039	Event		AD&D		The player of this event rolls 3d10.  Every player must discard at least that many levels of champions from their pool. (Harmful)	
Underground Railroad	Conquest	040	Event		AD&D		All of this player's allies are considered earthwalkers until the end of this player's next turn. (Helpful)	
Double Up	Conquest	041	Event		AD&D		Play immediately after a card that calls for a dice roll. All players who are rolling dice must now roll 2 times, and add the totals together (1d4 becomes 2d4, etc.). (Helpful/Harmful)	
Tag Team	Conquest	042	Event		AD&D		This player can now assist any player currently in combat as if it were their phase 4. If played during their own combat, the player may use any champion in any pool as an ally who is reshuffled into their owner's draw pile at the end of combat. (Harmful)	
Tactical Retreat	Conquest	043	Event		AD&D		This player's champion retreats, leading the opposing champion into an ambush. Battle starts over retaining only allies, magical items, and artifacts. This player can then discard any one card attached to the opposing champion. (Harmful)	
Romeis Gianthammer	Conquest	044	Hero	6	GH		Giants in combat with Romeis are discarded. If Romeis and Tergoz Tenhammer are in play, all Greyhawk champions are immune to the special powers of opposing non-Greyhawk champions.	
Dungeon Master	Conquest	045	Blood Ability	13	AD&D		When in pool, the controlling player has their dungeon put into limbo until the Dungeon Master leaves his pool.  While in play all players must ask the dungeon master permission to use the powers of their dungeons.	
Gib Occav	Conquest	046	Hero	7	FR		Can cast wizard spells, immune to harmful events. When in combat, Gib Occav can use any one legally playable card from any discard pile. The card, when discarded, is reshuffled back into its owners draw pile.	
Ecneps the Bounty Hunter	Conquest	047		10	DS		Can use psionic power cards. During any battle that  Ecneps is winning (before the opponent can play another card), he can choose to end the battle. He then escorts the opposing champion to jail (both champions go to limbo) for 1d4 turns. Combat can continue with new champions.	
Gib Igoy	Conquest	048	Hero	8	FR		While in play, all players must skip phase 3 of their turns.  When first played, this player's phase 3 ends.	
Weredragon	Conquest	049	Hero	3	DL		Werebeast. Between 6 PM and 6 AM, this champion becomes a level 10 flying dragon monster who is immune to all cards with no icon bonus.	
Hero	Conquest	050	Hero	5	AD&D		Immune to the Rule of the Cosmos. If this champion is to be sent to the discard pile or Abyss through any means other than losing combat, place into limbo instead.  This champion returns at the beginning of the player's next turn.	
Krijeydif	Conquest	051	Regent	9	BR		Can use any unarmed combat card. Only blood abilities and unarmed combat cards that have an icon bonus can be played against Krijeydif.	
Regent	Conquest	052	Regent	7	AD&D		Immune to the Rule of the Cosmos. If this champion is to be sent to the discard pile or Abyss through any means other than losing combat, place into limbo instead.  This champion returns at the beginning of the player's next turn.	
Gib Suan	Conquest	053	Regent	9	BR		Being a control freak, all players must ask Gib Suan permission to begin their turn (the turn cannot be prevented by this permission).  If they don't ask, this player may send any champion in that players pool to limbo.	
Gib Remuab, the Chase Hunter	Conquest	054	Cleric	6	GH		Elf. Immune to harmful events.  All chase cards and the Wealthy Oriental Vassal lose their special powers.	
Lady Marie	Conquest	055	Cleric	2	FR		Flyer.  While in play, all players may have up to 3 avatars per pool, regardless of restrictions.  If she leaves play, players must discard any extra avatars.	
Cleric	Conquest	056	Cleric	5	AD&D		Immune to the Rule of the Cosmos. If this champion is to be sent to the discard pile or Abyss through any means other than losing combat, place into limbo instead.  This champion returns at the beginning of the player's next turn.	
Son of Tasslehoff	Conquest	057	Thief	2	DL		Halfling (Kender).  Magic items attached to this champion may not be discarded, even by this player.  Tasslehoff Burrfoot must attach items from the discard pile to his son instead of himself, even if he is in another pool.	
Thief	Conquest	058	Thief	5	AD&D		Immune to the Rule of the Cosmos. If this champion is to be sent to the discard pile or Abyss through any means other than losing combat, place into limbo instead.  This champion returns at the beginning of the player's next turn.	
Gib Sinned	Conquest	059	Thief	8	DL		While this champion remains in play, Menzo, Caer Allison, and Ancient Kalidnay do not count as realms for the purpose of victory.	
Pawnmaster	Conquest	060	Thief	9	BR		Once per turn, this player may place a card from hand into the Abyss to negate the special power of a champion in play until the beginning of this player's next turn.	
Dalamar	Conquest	061	Wizard	6	DL		Elf. Wizard of the Black Robes. Gains 3 levels between the 7pm and 5am.  When played, this player may go through his draw pile and retrieve and play Mordenkainen and/or Elminster.	
Wizard	Conquest	062	Wizard	5	AD&D		Immune to the Rule of the Cosmos. If this champion is to be sent to the discard pile or Abyss through any means other than losing combat, place into limbo instead.  This champion returns at the beginning of the player's next turn.	
Zakhata, the False God	Conquest	063	Monster	?	RV		Zakhata's base level is equal to the total levels of avatars in play. Avatars have no power as long as Zakhata remains in play.	
Mistress of Destruction	Conquest	064	Psionicist	6	DS		If this champion razes a realm in phase 4, she may psionically raze an additional realm anywhere in play instead of drawing spoils.	
Psionicist	Conquest	065	Psionicist	5	AD&D		Immune to the Rule of the Cosmos. If this champion is to be sent to the discard pile or Abyss through any means other than losing combat, place into limbo instead.  This champion returns at the beginning of the player's next turn.	
Realm	Conquest	066	Realm		AD&D		Immune to the rule of the cosmos.  Cannot be discarded from formation outside of phase 4.	
Blode	Conquest	067	Realm		DL		Cannot be attacked by swimmers.  Defenders of Blode fight with such tenacity that opposing allies less than	
Tanith	Conquest	068	Realm		DL		Cannot be attacked by earthwalkers.  Tanith's defenders are immune to the special powers of heros and allies	
The Mad Scientist's Secret Lab	Conquest	069	Realm		AD&D		Golem champions may defend this realm twice before being discarded. When this realm first comes into play, this player may either search his deck for any golem card, show it to all players and put it into hand, or shuffle all golems from his discard pile back into his deck.	
Elysium	Conquest	070	Artifact	12	RV		Can defend itself as a level 12 hero, which can use cleric spells and blood abilities. If this realm is attacked, the defeated champion goes to limbo.  If this realm is razed, it cannot be rebuilt, it goes to the Void and no other player can put Elysium in play again this game.	
Gehenna	Conquest	071	Blood Ability	13	RV		Can defend itself as a level 13 monster, which can use wizard spells and thief skills. If this realm is attacked, the defeated champion is sent to the Abyss. If this realm is razed, it cannot be rebuilt, it goes to the Void and no other player can put Gehenna in play again this game.	
The Shackled City	Conquest	072	Realm		AD&D		Can defend itself as a level 7 hero. After a successful defense of this realm, one enemy ally, chosen by the defending player, remains with the realm. It is used in the next defense of this realm, and it discarded afterwards.	
Castle Strahd	Conquest	073	Hero	+7	RV		Cannot be attacked by flyers or clerics. This realm strips any special movement requirements (swimmers, flyers, etc.) from any realm that this players Ravenloft champions or allies attack. Undead vampire bat allies help to defend this realm each round it is attacked.	
Front Lines	Conquest	074	Realm		AD&D		Front Lines must be placed as the lead realm, replacing the current lead realm whether razed or not. Can only be discarded during any phase 4. While this realm is in play this player may have a 2nd phase 4 if a spoils of victory is gained by razing a realm during the 1st phase 4.	
Maerimydra, City of the Spider Queen	Conquest	075	Realm		FR		Underdark. Can only be attacked by earthwalkers, Forgotten Realms champions, or Underdark champions. Champions defending this realm may use cleric spells.	
The Frozen Forest	Conquest	076	Realm		FR		The bitter cold emanates from this realm, stripping all champions in play of any protection granted by the special powers of realms.	
The Wetwoods	Conquest	077	Realm		FR		The swamps of the Wetwoods keep their dead.  Defeated champions and allies go to the Abyss.  Attached magic items and artifacts remain with the realm to be used by the next defender and discarded if the realm is razed or discarded.	
The Black-Isle	Conquest	078	Realm		DS		Cannot be attacked by flyers.  The look-outs of the Black-Isle can see attackers from great distances thus the defenders special powers always activate first.	
Narchek	Conquest	079	Realm		DS		Narchek is immune to offensive spells.  Narchek may be razed to retarget any just played psionic power card to any legal target in play.	
Civil War	Conquest	080	Holding		AD&D		This holding may be attached to any realm in any player's formation. The attached realm loses all powers while this holding is attached.  Defenders of the attached realm subtract 2 from their base level. Allies cannot be used in defense of this realm.	
Mercenary's Guild	Conquest	081	Holding		AD&D		May be attached to any realm.  If any of this player's champions wins a round of combat while attacking, that player may reveal the top card of his/her draw pile.  If it is a champion or ally, it may be taken into hand, otherwise it is placed at the bottom of the deck.	
Duergar	Millenium	001	Artifact	+2	AD&D		Dwarf. The next card played by the opponent that is not defensive, loses its special power and level bonus (discarding Leber).  May also be discarded from hand to negate the effects of the Blamblower.	
Mountain Dwarf	Millenium	002	Event	+6	AD&D		Earthwalker.  Automatically defeats a monster if attached to a hero.  Automatically defeats an undead if attached to a cleric.	
Ranger of the Highlands	Millenium	003	Cleric	+5	AD&D		No more than one card of any type can be played against the attached champion.	
Olive Slime	Millenium	004	Artifact	+2	AD&D		When played into combat, discard all the attached cards currently in battle on both sides, and only Olive Slime remains.	
Locust Plague	Millenium	005	Cleric	+5	AD&D		Earthwalker.  Play on an opposing realm during phase 3.  Acts as an ally for any champion attacking the realm.  Stays with razed realm, if not discarded through combat, which cannot be rebuilt while Locust Plague is attached to it.	
Bumbling Idiot	Millenium	006	Cleric	-5	AD&D		Can be played into any combat on any champion.  The champion and all of its attached cards (except this one) lose all abilities.	
Death Knight	Millenium	007	Holding	+8	AD&D		When played, discards an ally already in play.  If attached to an attacking champion who is defeated in combat, Death Knight becomes a level 8 undead monster champion who returns to its controller's pool.	
Aurumvorax	Millenium	008	Event	+6	AD&D		Earthwalker.  For each card played into combat by the opponent, roll 2d4 and add that number to the level of this ally.	
Crypt Thing	Millenium	009	Cleric Spell	+4	AD&D		Can only be attached during phase 3 to a realm with a holding.  Cannot be discarded during combat by another player.  May be discarded at any time to send an opposing champion attacking the attached realm to Limbo.	
Shrieker	Millenium	010	Ally	+1	AD&D		Can only be attached during phase 3 to an Underdark realm.  This fungus alerts defenders, allowing them to activate their powers first.	
Blink Dog	Millenium	011	Ally	+?	AD&D		May be played into a combat where this player is not involved.  When played into combat, roll 2d4 for the level of this ally.  Can blink back to its owner's hand at any time, before combat ends.	
Reef Giant	Millenium	012	Cleric Spell	+4	AD&D		Gains 6 levels if in combat over a coastal realm.  All non-swimming champions and allies in combat against the Reef Giant lose 2 levels.	
Desert Giant	Millenium	013	Cleric	+5	AD&D		Gains 5 levels if in combat over a Dark Sun realm.  All swimming champions and allies in combat against the Desert Giant lose 2 levels.	
Feinoue, Void Shaper	Millenium	014		10	AD&D		If Feinoue wins a round of battle, he can either randomly draw one card from the opponents draw pile to send to the Void and then he goes to limbo for 1d10 turn	
Cooshie	Millenium	015	Blood Ability	+3	AD&D		Gains 6 levels if allied with an elf.  Can be attached during phase 3 to any elf champion, staying with the champion until defeated or discarded during combat.	
Phoenix	Millenium	016	Holding	+8	AD&D		Flyer.  During phase 0, if this ally is in the discard pile, roll 2d6.  If doubles are rolled, put this ally into the abyss, otherwise return this ally to its owner's hand.	
Cockatrice	Millenium	017	Cleric Spell	+4	AD&D		Flyer.  When this ally is played, roll 2d6.  If the roll is higher than the opposing champion's base level, that champion is turned to stone and sent to the abyss.  If equal to the opponent's base level, this ally is turned to stone and sent to the abyss.	
Solrac	Millenium	018	Cleric	+5	AD&D		Can be discarded from combat or hand to cancel a just played thief skill or blood ability.	
Defilers Crown	Millenium	019	Ally	+1	DS		Whenever any player casts an offensive spell, he must raze a realm in his own formation.  If a realm cannot be razed, then the spell may not be cast.	
Gamblin'	Millenium	020	Thief Skill		AD&D		Choose 3 champions of a single opponent and shuffle them, leaving the attachments behind.  Have that opponent name one of the champions, who must be selected by picking a card at random.  If correctly picked, all three are returned, if not, the two non-selected champions are discarded.  (Off 3)	
Doomgrinder	Millenium	021	Artifact		GH		When Doomgrinder is in play, any cards that make any player draw more (or less) cards than anyone else are discarded and none may be played either.	
Rigged Dice	Millenium	022	Thief Skill		AD&D		Playable at anytime before there is a die (or dice) roll to be made.  The player of this skill chooses the results of the roll instead of an actual roll.  (Off)	
Strahd's Medallion	Millenium	023	Blood Ability	+3	RV		This artifact transforms the attached champion into a flying, undead vampire.  If attached to Strahd, all of this players champions become flying, undead vampires.	
Jail Break	Millenium	024	Thief Skill		AD&D		May be played at any time to return all champions and allies that are controlled by another player, back to their original owners.  Discard any cards that are attached to them.  (Def)	
Egg of Emulation	Millenium	025	Artifact		AD&D		The Egg may be used at any time to negate any event (sending the egg to the discard pile).  If the negated event was harmful, this player may smash the Egg (sending it to the abyss instead) to make a copy of the negated event.	
Under Handed Deal	Millenium	026	Thief Skill		AD&D		Playable when this player is forced to discard cards by an opponent.  Instead, this player now draws the amount of cards that would have been discarded.  (Def)	
Treasures of Netheril	Millenium	027	Artifact		FR		During this player's phase 0, this player must roll 1d4 and perform the following	
Crown of Dragon Royalty	Millenium	028	Cleric	+5	AD&D		Usable only by any dragon champion.  The crown grants the wearer immunity to offensive spells, blood abilities, and thief skills.  If used by a dragon avatar, the immunities extend to all dragon champions in the player's pool.	
Corruption	Millenium	029	Blood Ability		BR		Usable only by Awnshegh.  Place a champion in another player's pool in yours with this card attached.  The corrupted champion remains under this players control until either it or Corruption is discarded.  (Off 3)	
Bloodstone of Fistandantilus	Millenium	030	Artifact		DL		Can only be attached to any wizard.  If the wizard using this artifact wins a round of battle, he can take the special power of the opposing champion, if it went to the discard pile.  The power is additional to his own.	
Absorb Spell	Millenium	031	Blood Ability		BR		May be played at any time.  This card makes the user of this blood ability the target of an offensive spell.  Both the user of this ability and the spell are sent to the abyss.  (Def)	
Madame Griselda's Tarroka Deck	Millenium	032	Artifact	+2	RV		Every time this artifact goes into battle, draw a card for a bonus (place it underneath).  If the last digit is a 9, discard the attached champion.  Otherwise, the total bonus of the deck is equal to 2 plus the sum of last digits of all cards under the deck.  If the deck leaves play, all of the cards under it (including events) go to the discard pile.	
Law	Millenium	033	Blood Ability		BR		Playable at any time to cancel a just played thief skill.  The player of the thief skill must discard one card from hand, pool, or formation for each thief in his pool.  (Def)	
The Forgotten Idol	Millenium	034	Blood Ability	+3	RV		When entering combat, the attached champion may use the idol's influence to have one champion from any pool battle instead.  Win or lose, the stolen champion and the Idol are discarded after combat.	
Desperate Consultation	Millenium	035	Blood Ability	+?	BR		Roll 1d6 for the bonus of this card.  If the die value is greater than the number of cards in your hand, draw that many cards.  (Def/4)	
Ring of Displacement	Millenium	036	Artifact		AD&D		Usable by any champion.  Whenever any player draws extra cards (beyond the 3 allowed for their draw phase and spoils), they must also discard an equal number from hand, pool, or formation.	
Sacred Flame	Millenium	037	Cleric Spell		AD&D		The cleansing power of the fire allows this player to remove any card currently attached to any champion, regardless of special powers. (Off 3/5)	
Consequence	Millenium	038	Ally	-1	AD&D		All cards that say	
Animate Dead	Millenium	039	Cleric Spell		AD&D		Take any non-avatar champion in ANY discard pile, and place it into your pool with this spell attached.  The attached champion loses 2 levels.  Discard this champion if this spell leaves play for any reason.  (Off 3)	
Magic Font	Millenium	040	Cleric Spell		AD&D		This spell stays in play until dispelled or negated.  Pools cannot be hidden from this player.  (Def 3)	
Amish Nick	Millenium	041	Cleric	5	AD&D		Can cast wizard spells.  Immune to the powers of all cards from card sets made after Forgotten Realms.  He cannot use them either.	
Withdraw	Millenium	042	Cleric Spell		AD&D		If about to be defeated or discarded as the result of combat, the champion may cast this spell to return to his pool with attachments.  (Def 4)	
Dispel Evil	Millenium	043	Cleric Spell		AD&D		Discard any monster in play, regardless of special powers.  (Off 3/4)	
Unholy Word	Millenium	044	Cleric Spell		AD&D		Send any hero to the abyss, regardless of special powers.  (Off 3/4)	
Animate Object	Millenium	045	Cleric Spell		AD&D		Play with a magic item or artifact into your pool.  The object is now a champion (hero) with a level equal to its icon bonus (no bonus is level 0).  The champion keeps its special powers, but it is still considered a magic item or artifact.  (Def 3)	
Turncoat!!!	Millenium	046	Event		AD&D		Choose a champion in play.  The owner of that champion rolls a 2d4.  They must choose and discard that many cards from hand, pool or formation to keep that champion.  Otherwise, the owning player must place that champion into any other player's pool.  (Harmful)	
Insanely Good Fortune	Millenium	047	Event		AD&D		Play on another player's event card.  If played on a helpful event, negate the event.  If played on	
Conspiracy!	Millenium	048	Event		AD&D		All players write down a champion that they think should be discarded.  The results are revealed and the champion with the highest vote total is discarded (regardless of special powers).  If the results are tied, all champions in the tie are discarded. (Harmful)	
Barracks of the City of Greyhawk	Millenium	049			GH		During combat, this player's allies cannot be discarded or forced to switch sides.  If victorious, one ally used in battle can be returned to the hand.	
Kamikaze!	Millenium	050	Event		AD&D		Usable only when attacking.  The attacking champion charges without fear, discarding all champions involved in the combat to the discard pile, and razing the realm (with no spoils).  (Harmful)	
Two Fisted Player	Millenium	051			AD&D		This player draws one less card per turn, but his hand size is increase to 12 and is immune to all cards and abilities that would cause cards to be discarded from his hand.	
Kender Taunting	Millenium	052	Event		AD&D		Force two champions to attack you during their owners' next phase 4.  If they cannot attack, both champions are discarded.  If the first champion to attack is defeated or razes the realm, the second is not discarded.  (Harmful)	
Great Depression	Millenium	053	Event		AD&D		Each player must discard a 1d4 magic item(s) and/or artifact(s), or discard all non-thieves in their pool.  If there is a regent in a pool, that pool requires a discard of 2d4 magic item(s) and/or artifact(s) instead. (Harmful)	
A Horrible Mistake	Millenium	054	Event		AD&D		Play whenever an opponent copies another card.  Both cards are discarded to the abyss.  If the opponent owns both cards, then that player must also draw and discard two cards from their draw pile to the abyss.  (Harmful)	
Fedifensor	Millenium	055	Cleric Spell	+4	AD&D		Sword.  When in battle against a thief, the thief is halved in current level and may not play thief skills.  May be discarded from the pool to counter a just played thief skill.  (Off)	
Ariakan	Millenium	056	Hero	8	DL		All of this player's realms can defend themselves as level 5 champions.  If the realm can already defend itself, the realm champion gets a	
Cloak of Protection	Millenium	057	Magical Item		AD&D		During phase 3, this player may elect the attached champion to be immune to the powers of one card type (cleric spell, blood ability, ally, etc.).  Cannot be used by a champion with the word immune in his power.  (Def)	
Club of Bashing	Millenium	058	Cleric	+5	AD&D		Usable only by giants.  May be discarded during battle to subtract the base level of the attached champion from the adjusted level of the opposing champion.  If the new adjusted level is below zero, the opposing champion is discarded.  (Off)	
Sling of Seeking	Millenium	059	Ally	+1	AD&D		When in pool, this champion can sling a rock that kills one giant (champion or ally) in any combat before its power activates.	
Necklace of Fangs	Millenium	060	Event	+6	AD&D		Usable only by clerics.  During Phase 4, may enslave any undead champion in play to attack and defend for this player.  The champion returns to its owner's pool only if it survives the combat. (Off)	
Cupid's Arrows	Millenium	061	Blood Ability	+3	AD&D		Can be discarded at any time from play to send two champions in combat on a romantic trip to limbo.  The battle may continue with new champions.  (Off)	
Kronos the Titan	Millenium	062	Ally	11	AD&D		Giant.  Earthwalker.  Swimmer.  Can use wizard spells, cleric spells, and psionic power cards.  Whenever a monster attacks, it must ask Kronos permission to use its special powers.	
Chaos Wand	Millenium	063	Magical Item		AD&D		Whenever an opponent in combat with the attached champion wants to play a card, the wand's owner picks it randomly from their hand, discarding any cards that are unusable.  (Off)	
Aversion	Millenium	064	Psionic Power		AD&D		Can only be played by a player who attacked and was defeated.  Play onto winning defender.  While Aversion remains attached, the champion cannot enter combat with any of this player's champions.   (Off 5)	
Mind Alteration	Millenium	065	Psionic Power		AD&D		This champion may switch the power of any 2 champions in play.  This power lasts until it is negated, or if the champions face each other in battle. (Off 3)	
Absorb Disease	Millenium	066	Psionic Power		AD&D		Can be played at any time to redirect the effect of any spell, event or blood ability directed at any other champion of this player, whether in pool or in battle, to the champion using this power.  (Def)	
Teleport Other	Millenium	067	Psionic Power		AD&D		Usable only when one of your realms is attacked.  Each player rolls 1d6 for each unrazed realm in his formation.  The highest total roll has their front-most realm attacked instead for this battle, regardless of movement restrictions or special powers.	
Poisoned Oasis	Millenium	068	Holding		DS		May be attached to any realm.  May be played at any time to skip phases 0 through 5 (inclusive) of a turn following a Caravan.	
Body Control	Millenium	069	Psionic Power		AD&D		The using champion gains the special powers and abilities of the opposing champion until the end of this player's next turn.  (Def 4)	
Awe	Millenium	070	Psionic Power		AD&D		Roll 2d6 when this power is used.  If the roll is lower than the using champions base level, the opposing champion loses this round of combat and returns to its pool stripped of all attached cards, regardless of special powers.  (Off 4)	
Ballista Attack	Millenium	071	Psionic Power		AD&D		Discard an opposing ally already in play, or any champion in any pool.  (Off 4)	
Cannibalize	Millenium	072	Psionic Power		AD&D		All champions in your pool lose 2 levels until the end of the current turn.  The using champion gains 2 levels for each champion in your pool until the end of the current turn.  (Def 4)	
Gellidus, Dragon of Ice	Millenium	073	Artifact	12	AD&D		Flyer.  Gellidus thrives on creation and may use any defensive card.  Offensive cards played against Gellidus are doubled in level.  If Gellidus and T'chaar are owned by the same player, both may use any offensive and defensive cards and the penalties for doubling cards used against them is negated.	
Louie the Pit Boss	Millenium	074	Thief	4	AD&D		Cannot be the target of any card or power designated as harmful or offensive.  May be sent to limbo at any time to have any die (or dice roll) be re-rolled.	
Gib Nedyah	Millenium	075	Hero	6	DS		Cannot attack. Can use any unarmed combat card. While defending, may use any one unarmed combat card from any discard pile.  Immune to all events (even helpful ones), thief skills, and blood abilities.	
